user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,risco,origem
1750,0,91,97,885,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,141,292,0,304,0,0,3,11,103,401,0,333,472,Médio,original
1751,1,233,158,679,2,5,5,217,46,221,13,284,0,0,0,0,0,0,0,0,0,0,142,387,68,361,0,42,5,11,158,633,0,658,464,Médio,original
1752,0,91,97,1017,0,3,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,483,752,63,755,0,0,27,91,281,607,1,411,26,Alto,original
1753,0,91,97,213,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,373,592,0,605,0,0,16,30,163,538,1,357,178,Alto,original
1754,0,0,0,1204,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1755,0,90,97,1755,2,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,469,725,0,732,0,0,23,64,249,533,3,689,51,Alto,original
1756,0,90,97,902,1,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,404,734,0,741,0,0,10,87,270,930,1,572,41,Alto,original
1757,0,3,4,1581,2,4,2,1,0,9,0,327,1,328,0,260,92,258,0,328,267,279,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1758,0,91,97,1019,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,201,380,0,393,0,0,11,7,123,175,2,228,390,Alto,original
1759,0,0,1,83,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1760,0,91,97,892,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,190,405,0,417,0,0,3,6,134,807,1,483,366,Alto,original
1761,0,0,1,1626,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1762,0,19,9,706,1,4,6,13,2,19,1,327,1,85,6,47,42,53,1,85,66,69,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1763,0,185,97,1283,1,3,0,162,0,204,0,327,0,0,0,0,0,0,0,0,0,0,196,322,0,338,0,0,4,11,96,173,1,191,442,Alto,original
1764,0,0,1,469,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1765,2,11,4,998,1,4,0,11,0,19,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1766,0,8,0,609,2,6,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1767,0,91,97,1443,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,67,95,0,99,0,0,0,6,15,982,0,30,680,Baixo,original
1768,0,91,97,1437,0,2,0,87,83,60,0,327,0,0,0,0,0,0,0,0,0,0,238,268,5,273,0,0,8,8,36,217,0,383,503,Médio,original
1769,2,331,251,838,1,4,82,266,1,299,1,45,1,71,0,37,31,37,0,71,54,57,278,431,0,380,56,0,8,12,104,373,0,441,402,Alto,original
1770,0,0,0,747,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1771,1,9,3,467,1,4,0,9,0,17,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1772,0,91,97,782,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,81,82,0,86,0,0,1,3,12,91,0,905,692,Médio,original
1773,0,186,97,1106,3,4,0,163,0,205,0,327,0,0,0,0,0,0,0,0,0,0,64,75,0,80,0,0,1,3,18,523,0,880,700,Médio,original
1774,0,91,97,623,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,67,66,0,72,0,0,0,4,11,854,1,34,708,Alto,original
1775,0,91,97,1427,0,2,0,87,84,59,0,327,1,256,12,221,0,221,0,256,205,214,409,537,9,547,0,0,18,19,109,569,0,234,235,Alto,original
1776,0,73,81,164,2,3,0,70,0,100,0,327,0,0,0,0,0,0,0,0,0,0,112,162,0,167,0,0,4,3,40,263,0,413,613,Médio,original
1777,0,0,1,1776,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1778,0,6,1,302,1,3,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1779,0,0,1,194,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1780,0,212,119,1290,2,4,2,189,22,209,5,327,0,0,0,0,0,0,0,0,0,0,482,741,91,743,0,71,44,88,289,652,3,767,45,Alto,original
1781,0,91,97,40,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,282,517,0,526,0,0,6,33,139,877,1,86,256,Alto,original
1782,0,91,97,169,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,194,225,0,235,0,0,6,9,30,830,0,596,542,Médio,original
1783,0,0,0,1380,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1784,0,4,5,1653,2,3,2,2,1,9,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1785,0,0,1,422,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1786,0,141,70,928,1,4,0,138,0,174,0,327,1,236,0,216,0,215,0,236,189,194,229,322,0,338,0,0,9,9,61,507,0,789,442,Alto,original
1787,0,0,1,1033,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1788,0,0,0,1707,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1789,0,91,97,1179,1,6,0,87,0,124,0,327,1,217,53,173,0,194,41,217,174,181,210,330,40,324,0,39,4,17,61,551,0,388,476,Alto,original
1790,1,1,1,1555,2,5,0,1,0,9,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1791,1,139,175,1453,1,3,3,136,56,148,16,255,1,319,89,268,12,290,35,319,260,268,222,273,58,242,0,15,4,6,45,662,2,524,568,Alto,original
1792,0,0,0,120,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1793,0,91,97,1085,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,491,759,93,766,0,73,32,98,295,672,2,565,21,Alto,original
1794,0,0,0,1082,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1795,6,165,225,196,2,5,29,131,53,145,18,223,1,176,23,147,59,148,7,176,140,144,489,728,65,709,95,47,50,41,303,213,1,771,77,Alto,original
1796,1,13,3,185,2,7,2,11,0,19,0,227,1,164,55,83,55,105,42,164,129,135,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1797,2,20,10,1230,2,5,6,14,0,22,0,20,1,179,0,108,74,100,0,179,144,147,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1798,0,0,0,658,0,5,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1799,0,0,1,722,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1800,0,91,97,760,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,342,530,0,537,0,0,21,30,144,251,0,726,241,Médio,original
1801,0,0,1,1673,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1802,0,0,1,1470,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1803,0,329,243,494,2,4,96,209,54,205,19,327,1,181,40,100,73,119,9,181,145,148,327,472,65,387,70,11,10,17,105,268,0,716,434,Alto,original
1804,0,0,1,190,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1805,0,0,0,1605,0,5,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1806,1,210,120,101,1,4,0,189,0,232,0,238,1,138,0,132,0,125,0,138,108,111,271,567,0,579,0,0,10,47,200,777,0,682,203,Alto,original
1807,0,91,97,167,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,355,577,0,588,0,0,13,47,169,686,1,378,194,Alto,original
1808,0,9,0,1300,2,5,0,9,0,17,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1809,1,287,167,1132,1,2,49,178,0,221,0,320,1,175,0,141,63,135,0,175,140,143,87,185,0,169,18,0,7,3,73,754,1,991,611,Alto,original
1810,0,91,97,1580,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,109,175,9,174,0,9,3,5,44,50,0,109,610,Médio,original
1811,0,26,15,1778,3,6,11,18,4,30,0,327,0,0,0,0,0,0,0,0,0,0,100,150,27,102,22,17,2,6,32,414,0,650,698,Médio,original
1812,0,0,1,1137,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1813,15,102,112,1398,1,5,0,101,0,140,0,247,1,301,0,293,0,281,0,301,245,262,160,215,0,225,0,0,4,11,36,834,0,687,553,Alto,original
1814,0,0,0,63,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1815,2,12,4,1753,1,3,0,12,0,20,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1816,1,127,145,252,2,4,5,122,19,153,5,183,0,0,0,0,0,0,0,0,0,0,77,146,0,151,0,0,2,5,57,63,0,269,630,Médio,original
1817,0,91,97,1397,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,17,23,0,25,0,0,0,3,5,987,0,70,752,Baixo,original
1818,0,7,1,697,1,2,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1819,0,91,97,103,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,77,85,0,89,0,0,0,7,16,206,0,156,690,Baixo,original
1820,0,0,1,1258,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1821,0,2,2,1414,3,6,2,0,0,8,0,327,1,61,5,23,28,28,5,61,47,47,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1822,2,311,231,3,3,4,61,239,0,273,0,106,1,89,0,69,31,74,0,89,71,72,56,99,0,79,14,0,2,10,19,973,0,65,701,Alto,original
1823,2,199,109,1010,1,3,0,178,0,221,0,301,0,0,0,0,0,0,0,0,0,0,128,169,0,173,0,0,3,6,34,259,0,959,607,Médio,original
1824,0,0,1,1553,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1825,1,8,2,899,3,6,0,8,0,16,0,144,1,35,4,40,0,44,4,35,31,27,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1826,1,240,163,1236,0,3,0,230,98,118,0,127,1,192,40,164,0,166,0,192,155,159,424,561,23,565,0,0,16,29,142,192,0,510,221,Alto,original
1827,1,153,198,521,2,4,31,103,0,142,0,244,0,0,0,0,0,0,0,0,0,0,389,645,0,581,78,0,27,13,206,385,0,668,201,Médio,original
1828,0,9,1,1065,1,4,0,9,0,17,0,327,1,266,0,234,0,231,0,266,215,226,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1829,0,91,97,152,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,219,250,0,260,0,0,6,10,56,347,1,570,516,Alto,original
1830,0,0,0,959,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1831,25,265,188,1299,1,6,6,250,58,242,15,192,0,0,0,0,0,0,0,0,0,0,165,303,42,290,0,40,4,16,70,789,1,496,508,Alto,original
1832,0,0,1,1631,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1833,0,0,1,411,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1834,0,324,238,1588,3,4,90,219,51,218,10,327,0,0,0,0,0,0,0,0,0,0,51,55,0,35,18,0,1,2,22,44,0,871,742,Médio,original
1835,0,0,1,1109,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1836,0,0,1,1668,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1837,1,232,157,377,2,4,0,221,0,257,0,139,1,133,0,127,0,118,0,133,103,107,265,524,0,531,0,0,6,13,204,488,0,167,249,Alto,original
1838,2,108,119,1138,1,3,0,107,0,145,0,208,0,0,0,0,0,0,0,0,0,0,314,477,0,485,0,0,5,31,152,787,0,183,297,Médio,original
1839,0,0,0,1170,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1840,0,0,1,826,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1841,0,91,97,1500,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,246,311,0,326,0,0,4,9,45,471,0,270,453,Médio,original
1842,0,195,97,1239,0,4,0,172,91,96,0,327,1,213,38,177,0,190,0,213,175,173,371,596,28,608,0,0,11,44,192,394,1,752,184,Alto,original
1843,2,274,191,1775,1,3,0,262,0,296,0,54,1,124,0,120,0,109,0,124,95,104,233,332,0,347,0,0,3,16,92,391,0,516,432,Alto,original
1844,1,204,113,1383,2,5,0,183,1,225,1,281,1,138,0,132,0,125,0,138,106,113,132,243,0,250,0,0,5,3,94,221,1,150,525,Alto,original
1845,1,13,6,1536,2,4,0,13,2,19,1,118,1,36,10,36,2,46,4,36,34,28,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1846,0,91,97,893,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,300,473,0,481,0,0,5,18,167,127,0,657,302,Médio,original
1847,42,339,259,1119,1,2,0,276,106,304,28,5,0,0,0,0,0,0,0,0,0,0,123,149,0,152,0,0,6,2,23,298,0,662,628,Médio,original
1848,0,0,0,929,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1849,0,0,1,535,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1850,0,0,1,1488,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1851,0,9,2,1620,2,3,0,9,1,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1852,1,259,180,477,1,5,0,250,0,283,0,84,0,0,0,0,0,0,0,0,0,0,101,129,0,134,0,0,3,7,25,160,1,246,647,Alto,original
1853,0,91,97,436,1,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,361,656,0,671,0,0,16,60,199,922,0,237,112,Médio,original
1854,0,0,0,327,2,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1855,0,0,1,1449,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1856,0,91,97,1739,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,375,665,0,678,0,0,25,37,240,738,0,456,103,Médio,original
1857,0,91,97,940,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,373,638,0,652,0,0,16,49,225,758,0,209,129,Médio,original
1858,0,8,1,1647,1,3,0,8,0,16,0,327,1,125,0,121,0,110,0,125,99,101,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1859,0,91,97,1589,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,82,149,0,152,0,0,0,10,34,956,0,866,628,Baixo,original
1860,0,0,1,360,0,0,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1861,0,91,97,597,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,49,49,0,51,0,0,2,2,9,261,0,927,727,Médio,original
1862,2,335,255,116,1,3,95,260,0,294,0,53,0,0,0,0,0,0,0,0,0,0,250,366,0,293,52,0,5,9,66,595,0,115,482,Médio,original
1863,0,2,2,102,0,5,2,0,10,0,0,327,1,333,87,269,95,289,0,333,272,284,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1864,1,10,4,1083,1,3,0,10,0,18,0,85,1,288,0,278,0,260,0,288,237,247,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1865,0,0,1,935,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1866,0,91,97,721,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,371,564,0,576,0,0,23,9,184,72,1,676,207,Alto,original
1867,0,0,1,919,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1868,0,0,1,416,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1869,1,232,149,349,2,4,0,221,0,257,0,164,1,253,0,220,0,218,0,253,204,211,86,200,0,207,0,0,2,1,92,135,0,245,572,Alto,original
1870,0,91,97,1432,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,212,245,0,253,0,0,7,6,37,66,0,926,522,Médio,original
1871,0,0,1,1509,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1872,0,91,97,1296,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,11,16,0,20,0,0,0,0,7,24,0,989,758,Baixo,original
1873,0,91,97,1208,1,3,0,87,0,124,0,327,1,28,0,36,0,36,0,28,23,27,432,602,0,616,0,0,23,34,176,258,1,386,165,Alto,original
1874,0,0,0,28,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1875,1,11,6,621,2,4,0,11,3,16,2,176,1,296,77,273,6,274,16,296,243,258,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1876,0,187,97,1354,1,2,0,164,70,179,0,327,0,0,0,0,0,0,0,0,0,0,128,174,1,178,0,0,1,5,27,119,0,567,603,Médio,original
1877,0,91,97,1630,0,4,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,459,668,43,679,0,0,28,27,210,270,0,235,108,Médio,original
1878,0,0,1,1012,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1879,2,185,250,1293,1,3,59,135,15,166,3,86,1,248,14,185,86,188,1,248,200,206,294,432,0,372,60,0,17,7,113,170,1,405,410,Alto,original
1880,0,0,1,78,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1881,0,0,1,330,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1882,0,91,97,1077,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,86,101,1,105,0,1,1,9,13,380,0,26,676,Médio,original
1883,0,91,97,311,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,163,232,26,230,0,26,10,1,35,98,0,797,561,Médio,original
1884,1,7,2,136,1,4,0,7,0,15,0,206,1,112,0,103,0,96,0,112,92,91,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1885,0,2,2,1133,2,4,2,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1886,0,0,1,1083,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1887,0,0,1,47,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1888,0,91,97,779,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,228,329,0,344,0,0,4,6,82,29,0,311,435,Médio,original
1889,0,91,97,587,1,1,0,87,75,64,0,327,0,0,0,0,0,0,0,0,0,0,172,275,2,280,0,0,1,7,52,946,0,130,495,Médio,original
1890,1,304,225,268,1,3,43,249,57,241,18,218,1,56,6,22,26,25,0,56,42,44,206,437,0,400,45,0,3,31,135,809,1,185,382,Alto,original
1891,0,7,0,47,2,7,0,7,0,15,0,327,1,147,67,80,0,135,51,147,117,115,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1892,0,0,0,1311,0,5,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1893,0,0,1,1795,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1894,2,9,4,1365,1,2,0,9,0,17,0,75,1,62,0,65,0,71,0,62,48,48,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1895,0,0,0,1091,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1896,0,91,97,725,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,73,90,0,94,0,0,0,4,27,866,0,620,685,Baixo,original
1897,0,0,1,890,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1898,1,121,139,1209,3,6,0,120,1,156,1,146,0,0,0,0,0,0,0,0,0,0,47,70,13,65,0,13,1,3,30,514,0,954,721,Médio,original
1899,18,217,116,385,1,5,0,195,0,238,0,266,1,313,0,301,0,294,0,313,254,269,88,86,0,90,0,0,3,1,9,364,0,266,689,Alto,original
1900,0,0,1,847,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1901,0,0,1,75,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1902,0,0,0,433,0,5,0,0,10,0,0,327,1,233,52,191,0,213,0,233,184,191,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1903,0,91,97,522,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,267,401,32,405,0,32,11,11,102,424,0,239,391,Médio,original
1904,0,89,96,520,2,6,0,85,0,122,0,327,0,0,0,0,0,0,0,0,0,0,103,171,0,176,0,0,0,12,54,478,0,250,605,Baixo,original
1905,0,7,0,1686,2,6,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1906,2,196,115,1054,2,4,0,173,1,214,1,267,1,37,0,48,0,48,0,37,31,32,191,384,0,396,0,0,2,5,132,106,1,57,387,Alto,original
1907,0,0,1,791,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1908,0,0,1,1259,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1909,0,8,1,722,1,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1910,0,0,1,1068,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1911,1,312,237,573,1,3,51,260,53,250,14,197,1,326,90,242,93,242,35,326,266,277,131,168,18,144,13,10,4,5,34,21,0,298,648,Alto,original
1912,1,207,115,1016,3,6,0,186,0,229,0,271,0,0,0,0,0,0,0,0,0,0,255,499,39,497,0,38,6,20,142,965,1,642,289,Alto,original
1913,0,0,1,1757,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1914,0,0,0,264,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1915,2,136,170,685,1,3,0,134,2,171,2,43,0,0,0,0,0,0,0,0,0,0,248,358,0,376,0,0,9,8,71,448,1,136,406,Alto,original
1916,0,0,0,149,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1917,0,0,1,1034,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1918,0,91,97,1342,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,315,468,0,475,0,0,12,25,132,291,1,276,310,Alto,original
1919,0,91,97,805,0,1,0,87,85,58,0,327,0,0,0,0,0,0,0,0,0,0,83,77,1,81,0,0,2,1,9,219,0,29,700,Médio,original
