user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro
JYC0133,1,10,9,PC-5721,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
JYG0912,1,601,345,PC-3122,8,17,0,601,0,601,0,1.0,,,,,,,,,,,101.0,138.0,0.0,138.0,0.0,0.0,1.0,0.0,22.0,51.44202898550725,0.0,404.6521739130435,-138.0
JYM0032,1,345,345,PC-7161,7,15,0,345,0,345,0,1.0,,,,,,,,,,,63.0,80.0,0.0,80.0,0.0,0.0,2.0,0.0,12.0,52.95,0.0,417.425,-80.0
JYM0468,1,10,10,PC-8125,8,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
JZA0447,17,805,485,PC-9753,7,18,105,700,1,699,0,0.8604651162790697,1.0,6725.0,0.0,5875.0,850.0,5875.0,0.0,6725.0,3340.0,3385.0,772.0,3179.0,0.0,2641.0,538.0,0.0,26.0,88.0,397.0,52.45391632588864,1.0,409.21075810003146,-2641.0
JZT0769,1,10,9,PC-6330,8,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KAA0526,1,358,359,PC-2538,8,17,1,357,12,345,6,1.0,,,,,,,,,,,930.0,4891.0,0.0,4891.0,0.0,0.0,55.0,107.0,393.0,52.39930484563484,3.0,408.9631977100797,-4891.0
KAC0037,1,345,345,PC-6694,7,16,0,345,0,345,0,1.0,,,,,,,,,,,81.0,113.0,0.0,113.0,0.0,0.0,0.0,1.0,16.0,51.75221238938053,0.0,401.91150442477874,-113.0
KAC0245,1,345,345,PC-2434,9,19,0,345,0,345,0,1.0,,,,,,,,,,,209.0,538.0,26.0,512.0,0.0,26.0,1.0,17.0,81.0,54.74163568773234,1.0,407.20446096654274,-486.0
KAG0412,1,560,311,PC-1323,8,18,0,560,0,560,0,1.0,,,,,,,,,,,367.0,610.0,0.0,610.0,0.0,0.0,4.0,15.0,47.0,52.09016393442623,1.0,409.9737704918033,-610.0
KAH0660,1,17,9,PC-8609,7,18,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KAH0890,1,10,10,PC-3289,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KAJ0233,1,345,345,PC-4744,8,17,0,345,0,345,0,1.0,,,,,,,,,,,255.0,573.0,0.0,573.0,0.0,0.0,0.0,18.0,83.0,53.774869109947645,0.0,406.413612565445,-573.0
KAK0992,2,315,194,PC-1037,8,18,86,229,0,229,0,0.8153241650294696,,,,,,,,,,,450.0,1461.0,0.0,1170.0,291.0,0.0,18.0,13.0,222.0,51.84873374401095,1.0,411.34360027378506,-1170.0
KAP0237,1,27,16,PC-9935,8,17,7,20,0,20,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KAR0972,1,10,10,PC-0816,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KAS0887,1,345,345,PC-9553,8,17,0,345,0,345,0,1.0,,,,,,,,,,,396.0,1526.0,0.0,1526.0,0.0,0.0,10.0,14.0,276.0,51.83879423328965,1.0,406.3610747051114,-1526.0
KAV0428,2,635,368,PC-5681,7,16,0,635,0,635,0,0.9541375872382851,,,,,,,,,,,26.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,49.407407407407405,0.0,412.48148148148147,-27.0
KAW0462,2,634,361,PC-3561,7,18,0,634,0,634,0,0.9678391959798995,1.0,243.0,0.0,243.0,0.0,243.0,0.0,243.0,116.0,127.0,312.0,810.0,0.0,810.0,0.0,0.0,4.0,13.0,131.0,52.62469135802469,1.0,406.2864197530864,-810.0
KBC0531,2,113,70,PC-4603,8,17,0,113,0,113,0,0.8579234972677595,1.0,962.0,0.0,962.0,0.0,962.0,0.0,962.0,477.0,485.0,744.0,4068.0,0.0,4068.0,0.0,0.0,31.0,102.0,345.0,53.146509341199604,0.0,406.6332350049164,-4068.0
KBF0837,1,10,9,PC-3922,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KBJ0345,1,10,9,PC-3598,7,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KCB0534,1,622,345,PC-6183,8,17,0,622,0,622,0,1.0,1.0,1367.0,0.0,1367.0,0.0,1367.0,0.0,1367.0,666.0,701.0,485.0,1586.0,0.0,1586.0,0.0,0.0,15.0,34.0,197.0,52.98360655737705,0.0,409.9924337957125,-1586.0
KCE0885,1,10,10,PC-8496,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KCF0224,2,694,438,PC-5968,7,17,0,694,0,694,0,0.8356890459363958,1.0,1332.0,0.0,1332.0,0.0,1332.0,0.0,1332.0,650.0,682.0,36.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,7.0,51.75,0.0,391.3863636363636,-44.0
KCH0441,1,18,10,PC-3725,7,16,0,18,0,18,0,1.0,1.0,1371.0,0.0,1371.0,0.0,1371.0,0.0,1371.0,668.0,703.0,,,,,,,,,,,,,
KCL0381,2,694,420,PC-5842,7,19,0,694,8,686,8,0.8653500897666068,,,,,,,,,,,511.0,1580.0,116.0,1464.0,0.0,116.0,16.0,44.0,172.0,52.70126582278481,0.0,407.1651898734177,-1348.0
KCL0761,2,623,357,PC-8505,6,16,0,623,349,274,0,0.9755102040816327,,,,,,,,,,,494.0,1761.0,50.0,1711.0,0.0,0.0,11.0,40.0,235.0,53.38898353208404,0.0,405.2464508801817,-1661.0
KCR0788,1,10,10,PC-9773,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KCS0267,1,10,10,PC-5242,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KCS0524,1,345,345,PC-1160,8,17,0,345,0,345,0,1.0,,,,,,,,,,,665.0,1735.0,0.0,1735.0,0.0,0.0,30.0,31.0,173.0,52.31296829971181,0.0,410.728530259366,-1735.0
KCW0510,2,20,12,PC-7268,7,16,1,19,0,19,0,0.9375,,,,,,,,,,,,,,,,,,,,,,,
KDD0511,1,345,345,PC-1287,6,17,0,345,345,0,0,1.0,,,,,,,,,,,376.0,916.0,12.0,904.0,0.0,0.0,7.0,22.0,92.0,51.6703056768559,0.0,413.12227074235807,-892.0
KDG0139,3,20,13,PC-3530,6,13,0,20,10,10,0,0.8181818181818182,1.0,776.0,29.0,747.0,0.0,776.0,0.0,776.0,373.0,403.0,,,,,,,,,,,,,
KDH0290,1,345,345,PC-4557,8,17,0,345,0,345,0,1.0,,,,,,,,,,,131.0,189.0,0.0,189.0,0.0,0.0,0.0,6.0,14.0,53.93121693121693,0.0,407.1216931216931,-189.0
KDK0666,1,10,10,PC-7712,7,17,0,10,0,10,0,1.0,1.0,269.0,0.0,269.0,0.0,269.0,0.0,269.0,130.0,139.0,,,,,,,,,,,,,
KDV0908,2,20,12,PC-4055,8,18,0,20,0,20,0,0.8125,,,,,,,,,,,,,,,,,,,,,,,
KEP0423,1,345,345,PC-7296,7,16,0,345,0,345,0,1.0,,,,,,,,,,,239.0,454.0,0.0,454.0,0.0,0.0,2.0,18.0,43.0,53.61013215859031,0.0,405.8458149779736,-454.0
KES0463,2,20,12,PC-0174,8,15,0,20,0,20,0,0.875,1.0,1366.0,0.0,1366.0,0.0,1366.0,0.0,1366.0,667.0,699.0,,,,,,,,,,,,,
KFB0241,1,345,345,PC-8986,7,17,0,345,0,345,0,1.0,,,,,,,,,,,133.0,243.0,0.0,243.0,0.0,0.0,0.0,12.0,35.0,53.46090534979424,1.0,409.5308641975309,-243.0
KFB0590,1,345,345,PC-0611,8,17,0,345,0,345,0,1.0,,,,,,,,,,,469.0,1469.0,0.0,1469.0,0.0,0.0,20.0,30.0,197.0,52.453369639210344,1.0,412.7637848876787,-1469.0
KFD0578,1,345,345,PC-4392,8,17,0,345,0,345,0,1.0,,,,,,,,,,,251.0,552.0,0.0,552.0,0.0,0.0,10.0,8.0,79.0,53.20652173913044,0.0,407.9945652173913,-552.0
KFS0225,1,10,10,PC-7367,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KGC0571,2,20,12,PC-2755,7,18,0,20,0,20,0,0.8125,1.0,276.0,0.0,276.0,0.0,276.0,0.0,276.0,133.0,143.0,,,,,,,,,,,,,
KGM0616,2,896,522,PC-3071,7,18,263,633,0,633,0,0.9520451339915373,1.0,353.0,0.0,248.0,105.0,248.0,0.0,353.0,170.0,183.0,460.0,1143.0,0.0,927.0,216.0,0.0,11.0,24.0,128.0,53.00962379702537,1.0,415.5223097112861,-927.0
KGR0690,1,615,345,PC-8649,7,16,0,615,0,615,0,1.0,,,,,,,,,,,148.0,184.0,0.0,184.0,0.0,0.0,4.0,3.0,15.0,52.34239130434783,0.0,404.04347826086956,-184.0
KHC0465,1,186,186,PC-4769,7,18,0,186,0,186,0,1.0,,,,,,,,,,,414.0,1047.0,0.0,1047.0,0.0,0.0,7.0,25.0,148.0,51.87774594078319,0.0,409.61795606494746,-1047.0
KHE0639,2,13,13,PC-7430,8,16,0,13,0,13,0,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,
KHM0967,1,10,10,PC-4018,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KHV0283,1,10,9,PC-4490,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KIC0148,1,10,10,PC-2829,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KIC0329,1,18,10,PC-3526,9,19,2,16,0,16,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KIH0809,1,10,10,PC-1062,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KIL0618,1,345,345,PC-9906,7,18,0,345,0,345,0,1.0,,,,,,,,,,,203.0,343.0,0.0,343.0,0.0,0.0,5.0,6.0,37.0,53.27405247813411,0.0,402.7521865889213,-343.0
KJB0503,2,353,353,PC-9698,9,19,0,353,2,351,2,0.9348441926345609,,,,,,,,,,,303.0,576.0,18.0,558.0,0.0,18.0,2.0,12.0,46.0,51.85243055555556,0.0,407.57118055555554,-540.0
KJC0931,3,891,542,PC-9490,8,17,211,680,0,680,0,0.8715980460572226,1.0,304.0,0.0,234.0,70.0,234.0,0.0,304.0,147.0,157.0,127.0,201.0,0.0,181.0,20.0,0.0,1.0,1.0,25.0,50.975124378109456,0.0,403.02487562189054,-181.0
KJF0253,3,486,312,PC-5000,7,18,0,486,2,484,2,0.7919799498746867,,,,,,,,,,,65.0,87.0,0.0,87.0,0.0,0.0,0.0,2.0,6.0,56.03448275862069,0.0,414.51724137931035,-87.0
KJP0844,2,874,545,PC-1188,8,16,165,709,0,709,0,0.8308668076109936,1.0,307.0,0.0,273.0,34.0,273.0,0.0,307.0,149.0,158.0,684.0,1857.0,0.0,1642.0,215.0,0.0,25.0,28.0,144.0,52.29348411416263,2.0,409.54604200323104,-1642.0
KJR0975,1,17,10,PC-9372,8,17,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KKB0112,1,10,10,PC-5694,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KKB0926,1,10,10,PC-7959,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KKC0234,1,345,345,PC-6692,8,17,0,345,0,345,0,1.0,,,,,,,,,,,157.0,218.0,0.0,218.0,0.0,0.0,4.0,7.0,18.0,53.206422018348626,0.0,421.23394495412845,-218.0
KKC0700,1,17,10,PC-9541,7,14,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KKP0830,1,392,392,PC-4126,8,16,3,389,40,349,9,1.0,,,,,,,,,,,141.0,202.0,9.0,193.0,0.0,4.0,2.0,3.0,20.0,52.693069306930695,0.0,405.990099009901,-184.0
KLB0940,1,10,10,PC-6189,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KLF0685,1,596,345,PC-1891,7,16,0,596,0,596,0,1.0,1.0,704.0,0.0,704.0,0.0,704.0,0.0,704.0,337.0,367.0,154.0,240.0,0.0,240.0,0.0,0.0,4.0,5.0,20.0,52.9875,0.0,412.62083333333334,-240.0
KLH0708,1,345,345,PC-8992,7,15,0,345,160,185,0,1.0,,,,,,,,,,,296.0,460.0,3.0,457.0,0.0,0.0,9.0,8.0,37.0,52.38695652173913,0.0,409.60434782608695,-454.0
KLR0496,1,10,10,PC-0347,8,17,0,10,0,10,0,1.0,1.0,112.0,0.0,112.0,0.0,112.0,0.0,112.0,52.0,60.0,,,,,,,,,,,,,
KLR0721,1,10,10,PC-4377,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KMD0580,1,345,345,PC-1547,8,17,0,345,0,345,0,1.0,,,,,,,,,,,480.0,1834.0,0.0,1834.0,0.0,0.0,25.0,53.0,262.0,53.787350054525625,0.0,408.8533260632497,-1834.0
KMH0307,2,728,458,PC-7549,7,16,0,728,0,728,0,0.8094435075885329,1.0,1340.0,0.0,1340.0,0.0,1340.0,0.0,1340.0,655.0,685.0,258.0,512.0,0.0,512.0,0.0,0.0,2.0,16.0,55.0,53.345703125,0.0,403.009765625,-512.0
KMH0400,1,264,264,PC-6272,8,18,0,264,0,264,0,1.0,,,,,,,,,,,147.0,229.0,0.0,229.0,0.0,0.0,2.0,4.0,23.0,54.21834061135371,0.0,398.48471615720524,-229.0
KMH0978,1,10,10,PC-9076,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KMH0998,1,345,345,PC-9240,7,16,0,345,0,345,0,1.0,,,,,,,,,,,338.0,1023.0,0.0,1023.0,0.0,0.0,13.0,15.0,173.0,52.370478983382206,0.0,407.5356793743891,-1023.0
KMJ0392,1,27,14,PC-6259,8,19,6,21,0,21,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KMK0714,1,10,10,PC-9949,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KMT0169,1,10,9,PC-1978,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KNC0291,1,344,345,PC-5372,9,17,0,344,0,344,0,1.0,,,,,,,,,,,340.0,657.0,0.0,657.0,0.0,0.0,6.0,13.0,57.0,53.1324200913242,0.0,408.117199391172,-657.0
KNH0992,2,22,14,PC-1214,8,15,0,22,2,20,0,0.9444444444444444,,,,,,,,,,,,,,,,,,,,,,,
KNW0405,1,345,345,PC-1905,8,18,0,345,0,345,0,1.0,,,,,,,,,,,133.0,168.0,0.0,168.0,0.0,0.0,2.0,4.0,14.0,52.19047619047619,0.0,405.25,-168.0
KOM0357,1,345,345,PC-9721,7,16,0,345,0,345,0,1.0,,,,,,,,,,,313.0,543.0,0.0,543.0,0.0,0.0,6.0,4.0,52.0,51.950276243093924,0.0,412.78821362799266,-543.0
KPB0549,15,850,508,PC-7199,8,19,169,681,52,629,7,0.979381443298969,,,,,,,,,,,740.0,2410.0,104.0,1744.0,562.0,104.0,24.0,51.0,242.0,51.765145228215765,0.0,407.4626556016598,-1640.0
KPW0701,2,11,11,PC-7708,7,14,0,11,0,11,0,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,
KRC0720,1,10,10,PC-6078,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KRH0812,2,797,489,PC-3186,8,15,105,692,0,692,0,0.8584758942457231,1.0,804.0,0.0,711.0,93.0,711.0,0.0,804.0,390.0,414.0,303.0,771.0,0.0,553.0,218.0,0.0,10.0,13.0,121.0,52.87678339818417,2.0,410.55771725032423,-553.0
KRM0241,1,10,10,PC-5876,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KSB0213,53,72,63,PC-9929,8,18,0,72,44,28,13,0.2,,,,,,,,,,,,,,,,,,,,,,,
KSC0255,1,621,345,PC-5738,7,18,0,621,0,621,0,1.0,,,,,,,,,,,142.0,208.0,0.0,208.0,0.0,0.0,0.0,5.0,12.0,54.29807692307692,0.0,399.10096153846155,-208.0
KSD0008,1,10,9,PC-1225,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KSG0760,2,23,14,PC-8180,8,19,0,23,0,23,0,0.7297297297297297,1.0,1409.0,141.0,1268.0,0.0,1409.0,141.0,1409.0,690.0,719.0,,,,,,,,,,,,,
KSH0679,1,17,9,PC-4956,7,17,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KSH0739,1,10,9,PC-2556,8,17,0,10,0,10,0,1.0,1.0,275.0,0.0,275.0,0.0,275.0,0.0,275.0,130.0,145.0,,,,,,,,,,,,,
KSM0099,1,10,10,PC-3853,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KSM0561,1,345,345,PC-8355,8,19,0,345,0,345,0,1.0,,,,,,,,,,,958.0,5737.0,278.0,5459.0,0.0,278.0,48.0,134.0,469.0,52.11399686247167,1.0,407.29545058392887,-5181.0
KTC0053,1,68,68,PC-1065,7,17,0,68,0,68,0,1.0,,,,,,,,,,,254.0,624.0,0.0,624.0,0.0,0.0,5.0,11.0,88.0,52.69230769230769,0.0,407.89102564102564,-624.0
KTG0001,1,613,345,PC-6023,7,16,0,613,0,613,0,1.0,,,,,,,,,,,91.0,155.0,0.0,155.0,0.0,0.0,1.0,4.0,36.0,52.458064516129035,0.0,407.80645161290323,-155.0
KTH0256,1,345,345,PC-6310,7,18,0,345,0,345,0,1.0,,,,,,,,,,,133.0,197.0,0.0,197.0,0.0,0.0,2.0,5.0,15.0,55.21827411167513,0.0,411.3299492385787,-197.0
KTL0006,1,10,9,PC-8115,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KTP0385,1,10,9,PC-9278,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KTR0907,2,446,446,PC-7407,8,19,86,360,0,360,0,0.9663677130044843,,,,,,,,,,,124.0,208.0,10.0,161.0,37.0,10.0,5.0,2.0,21.0,51.57211538461539,0.0,406.69711538461536,-151.0
KTS0879,1,607,345,PC-9434,8,17,0,607,0,607,0,1.0,,,,,,,,,,,386.0,1600.0,0.0,1600.0,0.0,0.0,10.0,8.0,269.0,51.855625,0.0,405.124375,-1600.0
KVT0026,1,10,10,PC-0830,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
KWH0391,2,12,11,PC-0979,8,19,0,12,0,12,0,0.8260869565217391,,,,,,,,,,,,,,,,,,,,,,,
KXF0634,1,345,345,PC-6653,9,17,0,345,0,345,0,1.0,,,,,,,,,,,676.0,1784.0,0.0,1784.0,0.0,0.0,24.0,25.0,135.0,52.33239910313901,3.0,408.4747757847534,-1784.0
KYK0293,5,23,13,PC-0583,8,18,0,23,0,23,0,0.7777777777777778,1.0,703.0,0.0,703.0,0.0,703.0,0.0,703.0,337.0,366.0,,,,,,,,,,,,,
KYM0936,3,20,13,PC-2926,7,17,0,20,0,20,0,0.8181818181818182,1.0,1336.0,0.0,1336.0,0.0,1336.0,0.0,1336.0,653.0,683.0,,,,,,,,,,,,,
KZM0791,1,345,345,PC-9014,8,15,0,345,0,345,0,1.0,,,,,,,,,,,473.0,1256.0,0.0,1256.0,0.0,0.0,11.0,24.0,129.0,52.28662420382165,1.0,407.50955414012736,-1256.0
LAC0649,1,10,9,PC-5925,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LAD0514,31,498,499,PC-2567,6,17,128,370,352,18,2,0.9358074222668004,,,,,,,,,,,710.0,2608.0,43.0,1963.0,602.0,0.0,36.0,56.0,293.0,51.854294478527606,0.0,407.42484662576686,-1920.0
LAG0639,25,864,510,PC-1575,9,17,213,651,1,650,1,0.9301310043668122,1.0,7915.0,0.0,5909.0,2006.0,5909.0,0.0,7915.0,3935.0,3980.0,400.0,1524.0,0.0,1075.0,449.0,0.0,11.0,33.0,167.0,53.3497375328084,0.0,407.87860892388454,-1075.0
LAH0778,2,20,11,PC-3563,7,16,0,20,0,20,0,0.9354838709677419,,,,,,,,,,,,,,,,,,,,,,,
LAM0411,1,10,10,PC-0346,9,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LAV0312,1,344,345,PC-3789,7,16,0,344,0,344,0,1.0,,,,,,,,,,,329.0,558.0,0.0,558.0,0.0,0.0,7.0,5.0,56.0,51.729390681003586,1.0,405.9336917562724,-558.0
LBC0918,1,345,345,PC-7367,8,17,0,345,0,345,0,1.0,,,,,,,,,,,252.0,490.0,0.0,490.0,0.0,0.0,2.0,4.0,51.0,51.92857142857143,1.0,408.6387755102041,-490.0
LBD0281,1,18,9,PC-7742,8,18,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LBM0101,1,345,345,PC-3487,7,16,0,345,0,345,0,1.0,,,,,,,,,,,382.0,1618.0,0.0,1618.0,0.0,0.0,8.0,29.0,248.0,53.678615574783684,0.0,409.82262051915944,-1618.0
LBW0600,2,691,425,PC-8426,7,18,3,688,48,640,12,0.946236559139785,1.0,283.0,6.0,275.0,2.0,281.0,0.0,283.0,137.0,146.0,517.0,2000.0,153.0,1847.0,0.0,62.0,29.0,43.0,282.0,52.216,1.0,409.752,-1694.0
LCC0941,1,10,10,PC-1210,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LCD0715,1,128,128,PC-7125,7,15,0,128,57,71,0,1.0,,,,,,,,,,,153.0,210.0,0.0,210.0,0.0,0.0,2.0,3.0,11.0,51.338095238095235,0.0,411.73333333333335,-210.0
LCG0665,1,345,345,PC-8037,7,16,0,345,0,345,0,1.0,,,,,,,,,,,513.0,1879.0,0.0,1879.0,0.0,0.0,7.0,54.0,251.0,52.95050558807876,0.0,405.4449175093135,-1879.0
LCM0360,1,345,345,PC-7638,7,18,0,345,0,345,0,1.0,,,,,,,,,,,150.0,200.0,0.0,200.0,0.0,0.0,3.0,2.0,21.0,51.61,0.0,407.465,-200.0
LCP0957,1,345,345,PC-9759,7,17,0,345,0,345,0,1.0,,,,,,,,,,,768.0,4836.0,0.0,4836.0,0.0,0.0,74.0,56.0,475.0,51.86393713813069,1.0,410.22291149710503,-4836.0
LDC0229,1,10,10,PC-6685,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LDF0262,1,345,345,PC-9989,8,18,0,345,0,345,0,1.0,,,,,,,,,,,78.0,96.0,0.0,96.0,0.0,0.0,0.0,4.0,7.0,53.15625,0.0,402.2604166666667,-96.0
LEB0888,7,801,456,PC-6723,8,17,171,630,9,621,3,0.9904534606205251,1.0,333.0,2.0,241.0,90.0,243.0,0.0,333.0,163.0,170.0,287.0,701.0,0.0,610.0,91.0,0.0,8.0,4.0,126.0,51.599144079885875,0.0,406.03138373751784,-610.0
LEF0786,2,22,14,PC-9334,7,16,0,22,0,22,0,0.7777777777777778,1.0,750.0,0.0,750.0,0.0,750.0,0.0,750.0,365.0,385.0,,,,,,,,,,,,,
LEH0789,1,345,345,PC-2317,8,15,0,345,0,345,0,1.0,,,,,,,,,,,658.0,1549.0,0.0,1549.0,0.0,0.0,22.0,30.0,129.0,51.5848934796643,0.0,408.56939961265334,-1549.0
LFB0751,1,17,10,PC-5246,8,17,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LFR0605,1,345,345,PC-4691,7,18,0,345,0,345,0,1.0,,,,,,,,,,,515.0,3530.0,0.0,3530.0,0.0,0.0,21.0,141.0,417.0,54.088385269121815,1.0,409.6209631728045,-3530.0
LGL0964,1,345,345,PC-5764,9,17,0,345,0,345,0,1.0,,,,,,,,,,,580.0,3187.0,0.0,3187.0,0.0,0.0,30.0,38.0,336.0,52.58487605898964,1.0,410.28616253529964,-3187.0
LGR0884,1,617,345,PC-3047,8,17,0,617,0,617,0,1.0,,,,,,,,,,,214.0,420.0,0.0,420.0,0.0,0.0,5.0,3.0,71.0,51.88809523809524,0.0,406.4809523809524,-420.0
LGW0987,2,684,416,PC-4597,7,19,0,684,1,683,1,0.8709090909090909,1.0,761.0,25.0,736.0,0.0,761.0,25.0,761.0,367.0,394.0,798.0,5085.0,247.0,4838.0,0.0,247.0,52.0,53.0,534.0,51.861946902654864,0.0,410.50049164208457,-4591.0
LHC0329,3,759,490,PC-6480,7,15,6,753,55,698,20,0.8847077662129704,,,,,,,,,,,224.0,453.0,30.0,423.0,0.0,2.0,1.0,13.0,51.0,55.16335540838852,0.0,408.5783664459161,-393.0
LHM0208,1,10,9,PC-8602,7,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LHP0799,1,345,345,PC-6391,8,15,0,345,0,345,0,1.0,,,,,,,,,,,213.0,449.0,0.0,449.0,0.0,0.0,4.0,10.0,50.0,52.71046770601336,0.0,408.6971046770601,-449.0
LHS0847,1,10,9,PC-1733,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LIM0602,1,626,345,PC-1664,7,18,0,626,0,626,0,1.0,,,,,,,,,,,337.0,1247.0,0.0,1247.0,0.0,0.0,32.0,23.0,211.0,53.310344827586206,0.0,411.71932638332,-1247.0
LIO0759,1,345,345,PC-4940,6,16,0,345,345,0,0,1.0,,,,,,,,,,,714.0,2500.0,43.0,2457.0,0.0,0.0,21.0,50.0,282.0,52.7096,2.0,403.2664,-2414.0
LIP0370,1,17,10,PC-1424,7,16,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LJA0212,63,82,73,PC-3842,8,18,0,82,55,27,15,0.17419354838709677,1.0,1374.0,0.0,1374.0,0.0,1374.0,0.0,1374.0,666.0,708.0,,,,,,,,,,,,,
LJB0106,1,345,345,PC-5380,7,16,0,345,0,345,0,1.0,,,,,,,,,,,400.0,861.0,0.0,861.0,0.0,0.0,13.0,12.0,104.0,51.743321718931476,1.0,410.4912891986063,-861.0
LJB0582,1,10,10,PC-6011,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LJD0836,1,17,9,PC-4198,8,19,0,17,0,17,0,1.0,1.0,295.0,10.0,285.0,0.0,295.0,10.0,295.0,142.0,153.0,,,,,,,,,,,,,
LJF0790,1,10,10,PC-6449,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LJM0736,1,10,10,PC-4600,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
LJW0776,3,23,16,PC-5436,7,16,0,23,2,21,1,0.7948717948717948,1.0,739.0,66.0,666.0,7.0,732.0,14.0,739.0,360.0,379.0,,,,,,,,,,,,,
LKF0122,1,345,345,PC-2051,8,17,0,345,0,345,0,1.0,,,,,,,,,,,320.0,645.0,0.0,645.0,0.0,0.0,11.0,8.0,92.0,52.18449612403101,0.0,407.1937984496124,-645.0
