user,risco_Grok,risco_DeepSeek,risco_ChatGratuito,risco_Copilot,risco_Gemini,risco_Especialista
HMB0285,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HMD0974,Médio,Alto,Médio,Médio,Médio,Alto
HML0060,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HML0159,Médio,Médio,Médio,Médio,Alto,Médio
HMP0120,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HMR0409,Alto,Alto,Alto,Alto,Alto,Alto
HMW0274,Baixo,Alto,Alto,Médio,Médio,Baixo
HNE0031,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HNW0537,Médio,Baixo,Baixo,Baixo,Médio,Alto
HOA0074,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HOJ0260,Médio,Baixo,Baixo,Baixo,Médio,Alto
HPL0787,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
HPS0247,Médio,Alto,Alto,Alto,Alto,Alto
HQC0608,Médio,Médio,Médio,Médio,Alto,Alto
HRA0239,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HRH0272,Baixo,Médio,Baixo,Baixo,Alto,Alto
HRK0615,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
HRL0797,Médio,Médio,Médio,Médio,Alto,Médio
HRL0843,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HRN0322,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HSM0330,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HSM0733,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HSS0018,Médio,Médio,Médio,Médio,Alto,Médio
HSS0758,Médio,Médio,Médio,Médio,Alto,Médio
HTB0658,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HTE0871,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HTL0808,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HTM0690,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
HTM0738,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HTM0956,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HTW0794,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HVE0320,Baixo,Médio,Baixo,Baixo,Alto,Alto
HWB0420,Médio,Alto,Médio,Médio,Alto,Alto
HWR0351,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HWT0469,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HYC0955,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HZC0215,Baixo,Médio,Baixo,Baixo,Alto,Alto
HZM0624,Alto,Alto,Alto,Baixo,Alto,Alto
IAB0194,Médio,Alto,Alto,Médio,Alto,Alto
IAF0204,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IAF0403,Baixo,Baixo,Baixo,Baixo,Médio,Alto
IAF0828,Médio,Baixo,Baixo,Baixo,Médio,Baixo
IAH0365,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IAK0372,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IAM0927,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IAS0296,Baixo,Médio,Médio,Médio,Alto,Médio
IAS0626,Médio,Médio,Médio,Médio,Alto,Alto
IAW0469,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IBB0493,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IBC0664,Médio,Baixo,Baixo,Baixo,Médio,Baixo
IBS0766,Alto,Alto,Alto,Alto,Alto,Alto
ICB0303,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ICP0596,Médio,Médio,Médio,Médio,Alto,Médio
ICR0454,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ICR0875,Médio,Baixo,Baixo,Baixo,Alto,Alto
IDG0013,Baixo,Médio,Baixo,Baixo,Alto,Alto
IDM0326,Médio,Alto,Médio,Médio,Alto,Alto
IEF0011,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
IFS0486,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IHS0045,Médio,Alto,Médio,Baixo,Médio,Alto
IHT0597,Médio,Baixo,Baixo,Baixo,Médio,Baixo
IIS0810,Médio,Médio,Médio,Médio,Alto,Médio
IJM0436,Alto,Alto,Alto,Médio,Alto,Alto
IKT0755,Médio,Baixo,Baixo,Baixo,Médio,Baixo
IKW0723,Médio,Médio,Médio,Médio,Médio,Médio
ILB0480,Baixo,Médio,Baixo,Baixo,Médio,Baixo
IMB0459,Médio,Alto,Médio,Baixo,Médio,Alto
IMS0730,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IMW0590,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
INC0685,Baixo,Médio,Baixo,Baixo,Alto,Alto
INL0534,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
INS0642,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IOT0332,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IPC0542,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IQW0294,Baixo,Alto,Médio,Médio,Médio,Baixo
IRC0741,Médio,Médio,Médio,Médio,Alto,Médio
IRF0054,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IRF0104,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IRM0637,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IRS0947,Médio,Baixo,Baixo,Baixo,Baixo,Médio
IRW0076,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IRW0197,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ISB0351,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ISP0980,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ITG0649,Médio,Médio,Médio,Médio,Alto,Médio
ITP0030,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IUM0065,Médio,Baixo,Baixo,Baixo,Médio,Alto
IWS0585,Médio,Baixo,Baixo,Baixo,Médio,Baixo
IYF0269,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
IZR0263,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
IZS0710,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAB0052,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAB0249,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAC0588,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAF0755,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAJ0183,Médio,Alto,Baixo,Baixo,Alto,Alto
JAL0281,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAL0633,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAO0817,Médio,Alto,Alto,Alto,Alto,Alto
JAR0172,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JAR0771,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JAW0003,Médio,Médio,Médio,Baixo,Alto,Alto
JAW0007,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JAW0168,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JAW0355,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBA0577,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBB0413,Médio,Médio,Médio,Médio,Alto,Médio
JBB0935,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBR0333,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JBR0593,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBR0891,Médio,Médio,Médio,Médio,Alto,Médio
JBS0147,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBS0344,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JBV0604,Alto,Alto,Alto,Médio,Alto,Alto
JCA0841,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JCB0710,Médio,Médio,Baixo,Baixo,Médio,Médio
JCE0258,Baixo,Médio,Baixo,Baixo,Alto,Alto
JCG0282,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCH0278,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCJ0477,Baixo,Médio,Baixo,Baixo,Médio,Baixo
JCL0430,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JCL0491,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCM0816,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCR0861,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCS0111,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JCW0740,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JDB0980,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JDD0087,Médio,Baixo,Baixo,Baixo,Médio,Alto
JDG0149,Médio,Alto,Alto,Médio,Alto,Médio
JDH0545,Médio,Alto,Alto,Alto,Alto,Alto
JDJ0017,Baixo,Alto,Médio,Médio,Médio,Baixo
JDP0426,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JDR0892,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JDV0815,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JEB0076,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JEB0509,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JEC0387,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JED0704,Alto,Alto,Alto,Alto,Alto,Alto
JEP0793,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JFM0703,Médio,Médio,Baixo,Baixo,Médio,Médio
JGC0105,Médio,Médio,Médio,Baixo,Médio,Alto
JGF0556,Alto,Alto,Alto,Alto,Alto,Alto
JHC0595,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JHH0974,Baixo,Baixo,Baixo,Baixo,Médio,Alto
JHW0820,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JIB0860,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JIF0711,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JJB0371,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JJB0986,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JJF0924,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JJL0257,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JJP0165,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JJP0687,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JKB0765,Baixo,Médio,Baixo,Baixo,Alto,Alto
JKD0625,Alto,Médio,Médio,Médio,Alto,Alto
JKG0216,Baixo,Baixo,Baixo,Baixo,Alto,Alto
JKM0661,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JKP0723,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JKR0239,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JKR0587,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JKS0435,Médio,Médio,Baixo,Baixo,Alto,Alto
JLA0447,Baixo,Baixo,Baixo,Baixo,Médio,Alto
JLC0833,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JLH0035,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JLH0275,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JLH0732,Médio,Alto,Alto,Alto,Alto,Alto
JLI0073,Baixo,Médio,Baixo,Baixo,Alto,Alto
JLK0681,Baixo,Baixo,Baixo,Baixo,Médio,Alto
JLM0399,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JLS0448,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JLW0437,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JMA0109,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
JMB0069,Baixo,Médio,Baixo,Baixo,Médio,Baixo
JMB0781,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JMC0198,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JMH0905,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JMM0886,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JMT0232,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JMW0648,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JMW0835,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JNC0320,Baixo,Alto,Médio,Médio,Alto,Alto
JNW0252,Médio,Baixo,Baixo,Baixo,Médio,Alto
JOH0068,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JOL0996,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JOM0175,Médio,Médio,Baixo,Baixo,Alto,Alto
JOP0114,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
JOS0323,Médio,Alto,Médio,Médio,Alto,Alto
JPC0464,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JPF0028,Médio,Médio,Médio,Baixo,Alto,Alto
JPM0122,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JPM0871,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JPS0880,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JQJ0479,Baixo,Médio,Baixo,Baixo,Médio,Baixo
JQV0922,Alto,Alto,Alto,Médio,Alto,Alto
JRB0424,Médio,Alto,Baixo,Baixo,Alto,Alto
JRB0942,Médio,Baixo,Baixo,Baixo,Médio,Baixo
JRG0089,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JRG0565,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JRS0610,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
JRV0778,Médio,Alto,Médio,Médio,Alto,Alto
JSB0438,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JSB0564,Médio,Médio,Baixo,Baixo,Alto,Alto
JSB0810,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JSD0488,Médio,Alto,Médio,Médio,Alto,Médio
JSG0551,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JSN0536,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
JSP0152,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JSW0862,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JTB0079,Médio,Baixo,Baixo,Baixo,Médio,Alto
JTC0313,Médio,Médio,Médio,Baixo,Alto,Alto
JTR0162,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JTS0619,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JTS0917,Alto,Alto,Alto,Médio,Alto,Alto
JUC0443,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JUD0798,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JVB0431,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JVC0800,Baixo,Médio,Baixo,Baixo,Médio,Baixo
JVM0660,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JVS0212,Alto,Alto,Alto,Médio,Alto,Alto
JVW0042,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JWS0948,Alto,Alto,Alto,Alto,Alto,Alto
JXD0869,Médio,Alto,Alto,Alto,Alto,Alto
JXH0844,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
JYB0548,Baixo,Médio,Baixo,Baixo,Médio,Baixo
JYC0133,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JYG0912,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JYM0032,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
JYM0468,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
JZA0447,Alto,Alto,Alto,Alto,Alto,Alto
JZT0769,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAA0526,Médio,Alto,Alto,Médio,Alto,Médio
KAC0037,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAC0245,Médio,Alto,Alto,Médio,Alto,Médio
KAG0412,Médio,Médio,Médio,Médio,Alto,Médio
KAH0660,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAH0890,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAJ0233,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAK0992,Alto,Alto,Alto,Médio,Alto,Alto
KAP0237,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
KAR0972,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAS0887,Médio,Médio,Médio,Médio,Alto,Médio
KAV0428,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KAW0462,Médio,Alto,Alto,Médio,Alto,Alto
KBC0531,Médio,Médio,Médio,Médio,Alto,Alto
KBF0837,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KBJ0345,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KCB0534,Médio,Médio,Médio,Médio,Alto,Alto
KCE0885,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KCF0224,Médio,Médio,Baixo,Baixo,Alto,Alto
KCH0441,Médio,Baixo,Baixo,Baixo,Médio,Alto
KCL0381,Médio,Alto,Médio,Médio,Médio,Baixo
KCL0761,Médio,Médio,Médio,Médio,Médio,Médio
KCR0788,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KCS0267,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KCS0524,Médio,Baixo,Baixo,Baixo,Médio,Baixo
KCW0510,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KDD0511,Médio,Médio,Médio,Médio,Médio,Médio
KDG0139,Médio,Médio,Baixo,Baixo,Alto,Alto
KDH0290,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KDK0666,Baixo,Baixo,Baixo,Baixo,Médio,Alto
KDV0908,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KEP0423,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KES0463,Médio,Baixo,Baixo,Baixo,Médio,Alto
KFB0241,Médio,Médio,Médio,Médio,Alto,Médio
KFB0590,Médio,Médio,Médio,Médio,Alto,Médio
KFD0578,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KFS0225,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KGC0571,Baixo,Baixo,Baixo,Baixo,Médio,Alto
KGM0616,Alto,Alto,Alto,Médio,Alto,Alto
KGR0690,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KHC0465,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KHE0639,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KHM0967,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KHV0283,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KIC0148,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KIC0329,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KIH0809,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KIL0618,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KJB0503,Baixo,Alto,Baixo,Baixo,Médio,Baixo
KJC0931,Médio,Alto,Médio,Baixo,Alto,Alto
KJF0253,Baixo,Alto,Baixo,Baixo,Médio,Médio
KJP0844,Alto,Alto,Alto,Médio,Alto,Alto
KJR0975,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KKB0112,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KKB0926,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KKC0234,Baixo,Médio,Baixo,Baixo,Médio,Baixo
KKC0700,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KKP0830,Baixo,Alto,Baixo,Baixo,Médio,Médio
KLB0940,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KLF0685,Baixo,Médio,Baixo,Baixo,Alto,Alto
KLH0708,Médio,Médio,Baixo,Médio,Médio,Médio
KLR0496,Baixo,Baixo,Baixo,Baixo,Médio,Alto
KLR0721,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KMD0580,Médio,Baixo,Baixo,Baixo,Médio,Baixo
KMH0307,Médio,Médio,Médio,Baixo,Alto,Alto
KMH0400,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KMH0978,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KMH0998,Médio,Baixo,Baixo,Baixo,Médio,Baixo
KMJ0392,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
KMK0714,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KMT0169,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KNC0291,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KNH0992,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KNW0405,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KOM0357,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KPB0549,Médio,Alto,Alto,Médio,Médio,Alto
KPW0701,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KRC0720,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KRH0812,Médio,Alto,Alto,Médio,Alto,Alto
KRM0241,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KSB0213,Médio,Alto,Médio,Baixo,Médio,Alto
KSC0255,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KSD0008,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KSG0760,Médio,Médio,Baixo,Baixo,Alto,Alto
KSH0679,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KSH0739,Baixo,Baixo,Baixo,Baixo,Médio,Alto
KSM0099,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KSM0561,Médio,Alto,Alto,Médio,Alto,Médio
KTC0053,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KTG0001,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KTH0256,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KTL0006,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KTP0385,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KTR0907,Baixo,Médio,Baixo,Baixo,Médio,Alto
KTS0879,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
KVT0026,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KWH0391,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
KXF0634,Médio,Médio,Médio,Médio,Alto,Médio
KYK0293,Médio,Médio,Médio,Baixo,Alto,Alto
KYM0936,Médio,Médio,Baixo,Baixo,Alto,Alto
KZM0791,Médio,Médio,Médio,Médio,Alto,Médio
LAC0649,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LAD0514,Alto,Alto,Alto,Médio,Médio,Alto
LAG0639,Alto,Alto,Alto,Médio,Alto,Alto
LAH0778,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LAM0411,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LAV0312,Médio,Médio,Médio,Médio,Alto,Médio
LBC0918,Médio,Médio,Médio,Médio,Alto,Médio
LBD0281,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LBM0101,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LBW0600,Alto,Alto,Alto,Alto,Alto,Alto
LCC0941,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LCD0715,Médio,Médio,Baixo,Baixo,Médio,Médio
LCG0665,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LCM0360,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LCP0957,Médio,Médio,Médio,Médio,Alto,Médio
LDC0229,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LDF0262,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LEB0888,Alto,Alto,Alto,Médio,Alto,Alto
LEF0786,Baixo,Médio,Baixo,Baixo,Alto,Alto
LEH0789,Médio,Baixo,Baixo,Baixo,Médio,Baixo
LFB0751,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LFR0605,Médio,Médio,Médio,Médio,Alto,Médio
LGL0964,Médio,Médio,Médio,Médio,Alto,Médio
LGR0884,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LGW0987,Médio,Alto,Médio,Alto,Alto,Alto
LHC0329,Baixo,Alto,Alto,Médio,Médio,Médio
LHM0208,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LHP0799,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LHS0847,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LIM0602,Médio,Baixo,Baixo,Baixo,Médio,Baixo
LIO0759,Alto,Alto,Alto,Alto,Alto,Alto
LIP0370,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LJA0212,Alto,Alto,Alto,Médio,Alto,Alto
LJB0106,Médio,Médio,Médio,Médio,Alto,Médio
LJB0582,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LJD0836,Baixo,Baixo,Baixo,Baixo,Alto,Alto
LJF0790,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LJM0736,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LJW0776,Baixo,Alto,Baixo,Baixo,Alto,Alto
LKF0122,Médio,Baixo,Baixo,Baixo,Médio,Baixo
LKF0701,Alto,Alto,Alto,Alto,Alto,Alto
LKG0476,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LKH0870,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LLM0462,Baixo,Médio,Baixo,Baixo,Alto,Alto
LLS0459,Baixo,Alto,Baixo,Baixo,Alto,Alto
LMB0791,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LMH0373,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LMH0724,Médio,Baixo,Baixo,Baixo,Médio,Baixo
LML0259,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LMR0049,Alto,Alto,Alto,Médio,Alto,Alto
LMT0062,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LNB0557,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LNR0233,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LOD0682,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LOH0415,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LOS0548,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LOW0221,Médio,Médio,Baixo,Baixo,Alto,Alto
LPB0478,Médio,Baixo,Baixo,Baixo,Médio,Alto
LPM0520,Médio,Médio,Baixo,Baixo,Alto,Alto
LPR0647,Médio,Médio,Médio,Médio,Alto,Médio
LQD0409,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LQF0737,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LRC0453,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LRL0873,Médio,Médio,Médio,Médio,Alto,Alto
LSC0996,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LSE0108,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LSG0191,Médio,Baixo,Baixo,Baixo,Médio,Alto
LSH0223,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LTB0107,Baixo,Baixo,Baixo,Baixo,Médio,Alto
LTJ0022,Médio,Médio,Médio,Baixo,Alto,Alto
LUA0184,Baixo,Médio,Baixo,Baixo,Médio,Baixo
LUG0514,Baixo,Baixo,Baixo,Baixo,Médio,Alto
LUP0038,Alto,Alto,Alto,Médio,Alto,Alto
LUW0621,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
LVL0958,Médio,Alto,Baixo,Baixo,Alto,Alto
LVS0665,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LWB0078,Médio,Médio,Baixo,Baixo,Alto,Alto
LWL0698,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LWO0824,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LWR0516,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
