user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
1826,1,240,163,1236,0,3,0,230,98,118,0,127,0,191,40,164,0,165,0,191,154,158,423,560,23,564,0,0,16,29,141,191,0,509,221,1,Alto,0
1827,1,153,198,521,2,4,31,103,0,142,0,244,1,351,99,312,116,305,64,351,290,302,388,644,0,580,78,0,27,13,205,384,0,667,201,1,Alto,0
1828,0,9,1,1065,1,4,0,9,0,17,0,327,0,265,0,234,0,230,0,265,214,225,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1829,0,91,97,152,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,218,249,0,259,0,0,6,10,55,346,1,569,516,0,Médio,0
1830,0,0,0,959,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1831,25,265,188,1299,1,6,6,250,58,242,15,192,1,351,99,312,116,305,64,351,290,302,164,302,42,289,0,40,4,16,69,788,1,495,508,1,Alto,0
1832,0,0,1,1631,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1833,0,0,1,411,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1834,0,324,238,1588,3,4,90,219,51,218,10,327,1,351,99,312,116,305,64,351,290,302,50,54,0,34,18,0,1,2,21,43,0,870,742,1,Alto,0
1835,0,0,1,1109,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1836,0,0,1,1668,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1837,1,232,157,377,2,4,0,221,0,257,0,139,0,132,0,127,0,117,0,132,102,106,264,523,0,530,0,0,6,13,203,487,0,166,249,1,Alto,0
1838,2,108,119,1138,1,3,0,107,0,145,0,208,1,351,99,312,116,305,64,351,290,302,313,476,0,484,0,0,5,31,151,786,0,182,297,0,Médio,0
1839,0,0,0,1170,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1840,0,0,1,826,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1841,0,91,97,1500,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,245,310,0,325,0,0,4,9,44,470,0,269,453,0,Baixo,0
1842,0,195,97,1239,0,4,0,172,91,96,0,327,0,212,38,177,0,189,0,212,174,172,370,595,28,607,0,0,11,44,191,393,1,751,184,1,Alto,0
1843,2,274,191,1775,1,3,0,262,0,296,0,54,0,123,0,120,0,108,0,123,94,103,232,331,0,346,0,0,3,16,91,390,0,515,432,1,Alto,0
1844,1,204,113,1383,2,5,0,183,1,225,1,281,0,137,0,132,0,124,0,137,105,112,131,242,0,249,0,0,5,3,93,220,1,149,525,1,Alto,0
1845,1,13,6,1536,2,4,0,13,2,19,1,118,0,35,10,36,2,45,4,35,33,27,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1846,0,91,97,893,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,299,472,0,480,0,0,5,18,166,126,0,656,302,0,Baixo,0
1847,42,339,259,1119,1,2,0,276,106,304,28,5,1,351,99,312,116,305,64,351,290,302,122,148,0,151,0,0,6,2,22,297,0,661,628,1,Alto,0
1848,0,0,0,929,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1849,0,0,1,535,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1850,0,0,1,1488,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1851,0,9,2,1620,2,3,0,9,1,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1852,1,259,180,477,1,5,0,250,0,283,0,84,1,351,99,312,116,305,64,351,290,302,100,128,0,133,0,0,3,7,24,159,1,245,647,0,Médio,0
1853,0,91,97,436,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,360,655,0,670,0,0,16,60,198,921,0,236,112,0,Baixo,0
1854,0,0,0,327,2,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1855,0,0,1,1449,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1856,0,91,97,1739,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,374,664,0,677,0,0,25,37,239,737,0,455,103,0,Baixo,0
1857,0,91,97,940,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,372,637,0,651,0,0,16,49,224,757,0,208,129,0,Baixo,0
1858,0,8,1,1647,1,3,0,8,0,16,0,327,0,124,0,121,0,109,0,124,98,100,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1859,0,91,97,1589,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,81,148,0,151,0,0,0,10,33,955,0,865,628,0,Baixo,0
1860,0,0,1,360,0,0,0,0,10,0,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1861,0,91,97,597,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,48,48,0,50,0,0,2,2,8,260,0,926,727,0,Baixo,0
1862,2,335,255,116,1,3,95,260,0,294,0,53,1,351,99,312,116,305,64,351,290,302,249,365,0,292,52,0,5,9,65,594,0,114,482,1,Alto,0
1863,0,2,2,102,0,5,2,0,10,0,0,327,0,332,87,269,95,288,0,332,271,283,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1864,1,10,4,1083,1,3,0,10,0,18,0,85,0,287,0,278,0,259,0,287,236,246,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1865,0,0,1,935,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1866,0,91,97,721,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,370,563,0,575,0,0,23,9,183,71,1,675,207,0,Médio,0
1867,0,0,1,919,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1868,0,0,1,416,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1869,1,232,149,349,2,4,0,221,0,257,0,164,0,252,0,220,0,217,0,252,203,210,85,199,0,206,0,0,2,1,91,134,0,244,572,1,Alto,0
1870,0,91,97,1432,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,211,244,0,252,0,0,7,6,36,65,0,925,522,0,Baixo,0
1871,0,0,1,1509,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1872,0,91,97,1296,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,10,15,0,19,0,0,0,0,6,23,0,988,758,0,Baixo,0
1873,0,91,97,1208,1,3,0,87,0,124,0,327,0,27,0,36,0,35,0,27,22,26,431,601,0,615,0,0,23,34,175,257,1,385,165,1,Alto,0
1874,0,0,0,28,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1875,1,11,6,621,2,4,0,11,3,16,2,176,0,295,77,273,6,273,16,295,242,257,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1876,0,187,97,1354,1,2,0,164,70,179,0,327,1,351,99,312,116,305,64,351,290,302,127,173,1,177,0,0,1,5,26,118,0,566,603,0,Médio,0
1877,0,91,97,1630,0,4,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,458,667,43,678,0,0,28,27,209,269,0,234,108,0,Médio,0
1878,0,0,1,1012,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1879,2,185,250,1293,1,3,59,135,15,166,3,86,0,247,14,185,86,187,1,247,199,205,293,431,0,371,60,0,17,7,112,169,1,404,410,1,Alto,0
1880,0,0,1,78,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1881,0,0,1,330,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1882,0,91,97,1077,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,85,100,1,104,0,1,1,9,12,379,0,25,676,0,Baixo,0
1883,0,91,97,311,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,162,231,26,229,0,26,10,1,34,97,0,796,561,0,Baixo,0
1884,1,7,2,136,1,4,0,7,0,15,0,206,0,111,0,103,0,95,0,111,91,90,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1885,0,2,2,1133,2,4,2,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1886,0,0,1,1083,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1887,0,0,1,47,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1888,0,91,97,779,3,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,227,328,0,343,0,0,4,6,81,28,0,310,435,0,Baixo,0
1889,0,91,97,587,1,1,0,87,75,64,0,327,1,351,99,312,116,305,64,351,290,302,171,274,2,279,0,0,1,7,51,945,0,129,495,0,Médio,0
1890,1,304,225,268,1,3,43,249,57,241,18,218,0,55,6,22,26,24,0,55,41,43,205,436,0,399,45,0,3,31,134,808,1,184,382,1,Alto,0
1891,0,7,0,47,2,7,0,7,0,15,0,327,0,146,67,80,0,134,51,146,116,114,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1892,0,0,0,1311,0,5,0,0,10,0,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1893,0,0,1,1795,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1894,2,9,4,1365,1,2,0,9,0,17,0,75,0,61,0,65,0,70,0,61,47,47,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1895,0,0,0,1091,1,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1896,0,91,97,725,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,72,89,0,93,0,0,0,4,26,865,0,619,685,0,Baixo,0
1897,0,0,1,890,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1898,1,121,139,1209,3,6,0,120,1,156,1,146,1,351,99,312,116,305,64,351,290,302,46,69,13,64,0,13,1,3,29,513,0,953,721,0,Baixo,0
1899,18,217,116,385,1,5,0,195,0,238,0,266,0,312,0,301,0,293,0,312,253,268,87,85,0,89,0,0,3,1,8,363,0,265,689,1,Alto,0
1900,0,0,1,847,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1901,0,0,1,75,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1902,0,0,0,433,0,5,0,0,10,0,0,327,0,232,52,191,0,212,0,232,183,190,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1903,0,91,97,522,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,266,400,32,404,0,32,11,11,101,423,0,238,391,0,Baixo,0
1904,0,89,96,520,2,6,0,85,0,122,0,327,1,351,99,312,116,305,64,351,290,302,102,170,0,175,0,0,0,12,53,477,0,249,605,0,Baixo,0
1905,0,7,0,1686,2,6,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1906,2,196,115,1054,2,4,0,173,1,214,1,267,0,36,0,48,0,47,0,36,30,31,190,383,0,395,0,0,2,5,131,105,1,56,387,1,Alto,0
1907,0,0,1,791,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1908,0,0,1,1259,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1909,0,8,1,722,1,4,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1910,0,0,1,1068,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1911,1,312,237,573,1,3,51,260,53,250,14,197,0,325,90,242,93,241,35,325,265,276,130,167,18,143,13,10,4,5,33,20,0,297,648,1,Alto,0
1912,1,207,115,1016,3,6,0,186,0,229,0,271,1,351,99,312,116,305,64,351,290,302,254,498,39,496,0,38,6,20,141,964,1,641,289,0,Médio,0
1913,0,0,1,1757,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1914,0,0,0,264,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1915,2,136,170,685,1,3,0,134,2,171,2,43,1,351,99,312,116,305,64,351,290,302,247,357,0,375,0,0,9,8,70,447,1,135,406,1,Alto,0
1916,0,0,0,149,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1917,0,0,1,1034,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1918,0,91,97,1342,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,314,467,0,474,0,0,12,25,131,290,1,275,310,0,Médio,0
1919,0,91,97,805,0,1,0,87,85,58,0,327,1,351,99,312,116,305,64,351,290,302,82,76,1,80,0,0,2,1,8,218,0,28,700,0,Médio,0
1920,1,4,5,792,1,2,0,4,0,12,0,20,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1921,0,91,97,665,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,425,570,0,582,0,0,16,38,118,552,0,648,198,0,Baixo,0
1922,28,166,226,1791,2,5,27,133,50,149,10,217,0,66,2,44,23,45,0,66,48,53,91,166,15,138,19,4,0,3,46,610,0,651,655,1,Alto,0
1923,0,91,97,576,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,296,480,0,486,0,0,7,30,149,676,0,302,295,0,Baixo,0
1924,1,10,3,1146,1,3,0,10,0,18,0,165,0,32,0,41,0,40,0,32,27,26,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1925,0,0,0,1793,1,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1926,0,0,1,585,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1927,0,91,97,1556,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,104,151,0,155,0,0,3,3,44,805,0,572,624,0,Baixo,0
1928,0,8,1,290,1,4,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1929,2,10,4,837,1,4,0,10,0,18,0,85,0,300,0,293,0,280,0,300,246,258,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1930,0,6,0,1237,2,6,0,6,0,14,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1931,0,0,1,678,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1932,0,90,97,1240,2,4,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,49,52,0,55,0,0,0,0,11,718,0,102,721,0,Baixo,0
1933,39,337,257,96,1,2,75,273,103,131,24,17,0,52,28,10,32,13,9,52,43,38,105,172,48,120,16,20,4,3,32,791,0,530,698,1,Alto,0
1934,1,10,1,1765,1,4,0,10,0,18,0,211,0,184,0,162,0,155,0,184,148,151,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1935,0,0,0,1592,2,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1936,0,7,1,1284,1,3,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1937,9,214,122,1460,3,6,0,192,1,234,1,229,0,34,8,36,0,43,8,34,29,27,145,225,12,230,0,12,2,6,48,443,0,712,553,1,Alto,0
1938,0,91,97,1627,0,4,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,468,707,56,715,0,0,23,71,241,503,4,501,68,1,Alto,0
1939,1,226,147,908,1,2,0,212,0,251,0,167,0,205,0,187,0,181,0,205,166,169,247,460,0,467,0,0,5,35,112,976,0,658,318,1,Alto,0
1940,0,12,4,1678,1,3,4,8,0,16,0,327,0,344,0,308,105,301,0,344,283,295,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1941,0,0,0,1176,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1942,0,164,83,1188,2,4,0,146,0,189,0,327,1,351,99,312,116,305,64,351,290,302,73,178,0,181,0,0,2,1,64,633,0,140,600,0,Baixo,0
1943,0,0,0,1473,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1944,9,151,191,1471,1,2,2,144,29,170,12,87,0,291,80,270,8,264,32,291,238,252,53,62,8,59,0,0,2,2,11,900,0,48,722,1,Alto,0
1945,0,7,1,886,3,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1946,0,0,1,1537,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1947,0,0,0,443,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1948,0,0,1,1157,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1949,0,8,1,1444,1,3,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1950,0,0,0,1682,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1951,1,229,145,1360,1,3,0,217,1,254,1,171,1,351,99,312,116,305,64,351,290,302,497,739,0,746,0,0,30,74,262,314,0,559,35,0,Baixo,0
1952,0,0,0,201,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1953,1,11,5,1135,1,4,0,11,1,18,0,97,0,3,0,2,0,3,0,3,3,3,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1954,1,172,248,731,1,5,57,127,49,141,9,258,0,79,0,18,57,15,0,79,61,64,218,369,38,285,47,12,6,19,69,730,1,771,509,1,Alto,0
1955,0,0,1,1254,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1956,0,181,97,87,0,3,0,158,91,90,0,327,0,119,23,101,0,103,0,119,95,98,421,651,37,658,0,0,13,54,206,561,0,217,127,1,Alto,0
1957,0,0,0,1542,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1958,0,0,1,1364,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1959,1,311,215,1478,1,2,79,189,0,232,0,300,0,248,0,208,85,203,0,248,200,206,267,387,0,339,43,0,4,15,60,944,0,116,439,1,Alto,0
1960,0,74,82,1743,2,6,0,71,0,101,0,327,1,351,99,312,116,305,64,351,290,302,487,757,94,764,0,74,32,100,304,642,2,351,22,0,Médio,0
1961,1,162,218,478,2,6,45,104,0,143,0,254,0,90,11,39,56,48,11,90,69,74,469,679,59,629,82,48,29,49,233,375,1,605,163,1,Alto,0
1962,0,91,97,1167,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,328,537,0,548,0,0,14,32,181,762,0,407,233,0,Baixo,0
1963,0,6,0,785,0,5,0,6,10,4,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1964,0,0,0,1491,3,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1965,0,107,117,49,3,6,6,100,15,126,4,327,0,23,6,26,0,31,6,23,22,21,117,151,3,152,0,3,1,7,17,481,0,869,629,1,Alto,0
1966,1,134,166,878,1,2,0,132,0,169,0,51,1,351,99,312,116,305,64,351,290,302,76,105,0,111,0,0,6,3,24,106,0,973,669,0,Baixo,0
1967,0,97,105,1698,2,6,2,93,9,124,1,327,0,307,96,261,8,286,61,307,254,262,62,84,10,81,0,10,3,1,21,500,0,695,704,1,Alto,0
1968,0,6,1,891,2,4,0,6,0,14,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1969,0,91,97,930,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,183,226,0,236,0,0,4,10,42,345,0,489,540,0,Baixo,0
1970,0,0,0,1659,1,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1971,1,2,3,86,1,4,0,2,0,10,0,105,0,302,0,296,0,285,0,302,247,263,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1972,0,0,1,774,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1973,0,0,0,750,3,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1974,1,231,156,1024,1,2,0,219,0,256,0,143,0,278,0,254,0,246,0,278,226,238,92,102,0,108,0,0,0,4,15,792,0,644,672,1,Alto,0
1975,0,180,97,791,2,4,0,157,0,199,0,327,1,351,99,312,116,305,64,351,290,302,65,148,0,151,0,0,5,0,39,635,1,414,628,0,Médio,0
1976,0,8,0,1496,0,5,0,8,10,6,0,327,0,117,32,90,0,101,0,117,92,97,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1977,0,0,0,1174,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1978,0,3,4,1134,1,3,3,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1979,0,91,97,228,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,379,675,72,680,0,58,17,65,225,860,1,138,110,0,Médio,0
1980,1,10,4,1524,1,3,0,10,0,18,0,85,0,223,0,208,0,203,0,223,180,182,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1981,1,295,209,770,0,4,52,199,102,91,11,316,0,333,92,265,96,297,16,333,272,284,128,149,9,120,20,0,7,9,27,450,0,303,666,1,Alto,0
1982,1,5,5,978,3,6,0,5,0,13,0,23,0,231,43,160,52,163,24,231,183,189,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1983,1,149,189,197,1,3,0,143,1,180,1,27,0,263,0,232,0,228,0,263,213,223,447,666,0,679,0,0,17,47,219,415,2,486,102,1,Alto,0
1984,0,9,2,794,2,6,3,6,0,14,0,327,0,171,28,109,62,121,25,171,136,139,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1985,2,145,182,650,1,3,0,139,0,176,0,32,1,351,99,312,116,305,64,351,290,302,262,295,0,309,0,0,4,12,44,463,0,231,468,0,Médio,0
1986,0,91,97,979,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,385,678,89,680,0,69,19,15,283,228,3,309,122,0,Médio,0
1987,0,0,1,1390,1,4,0,0,0,8,0,327,0,220,0,203,0,197,0,220,179,179,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1988,1,250,168,1717,1,3,0,242,0,275,0,116,0,104,0,96,0,88,0,104,82,89,355,552,0,565,0,0,7,44,200,750,1,179,217,1,Alto,0
1989,0,27,26,873,1,5,0,23,0,35,0,327,1,351,99,312,116,305,64,351,290,302,207,371,0,387,0,0,5,18,92,948,1,417,394,0,Médio,0
1990,0,0,1,50,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
